employee_id,is_promoted,prediction,probability
8219,0,0.0,"[0.8937212403255046,0.10627875967449534]"
8226,0,0.0,"[0.888141755839536,0.11185824416046401]"
8227,0,0.0,"[0.9320584729778889,0.06794152702211101]"
8233,0,0.0,"[0.9292900607251132,0.07070993927488678]"
8240,0,0.0,"[0.9367790784468217,0.06322092155317832]"
8246,0,0.0,"[0.93473090438345,0.06526909561654995]"
8251,0,0.0,"[0.9376440371900128,0.06235596280998717]"
8258,0,0.0,"[0.9279835245760814,0.07201647542391867]"
8267,0,0.0,"[0.9370487299395626,0.06295127006043738]"
8272,0,0.0,"[0.9297097179483171,0.07029028205168293]"
8273,0,0.0,"[0.9269844380076675,0.07301556199233242]"
8285,0,0.0,"[0.9250614709697653,0.07493852903023468]"
8288,0,0.0,"[0.922569607511085,0.0774303924889151]"
8306,1,0.0,"[0.8883063697231273,0.11169363027687261]"
8313,0,0.0,"[0.9014236014709783,0.09857639852902172]"
8317,0,0.0,"[0.9017093732487479,0.09829062675125208]"
8336,1,0.0,"[0.9251406525883819,0.07485934741161804]"
8340,1,0.0,"[0.6072945433540357,0.39270545664596435]"
8345,0,0.0,"[0.9348821956454564,0.06511780435454366]"
8361,0,0.0,"[0.9293710611940044,0.0706289388059956]"
8374,0,0.0,"[0.7466603115920816,0.2533396884079185]"
8380,0,0.0,"[0.9256169002536319,0.07438309974636809]"
8393,0,0.0,"[0.9321485852359555,0.06785141476404455]"
8396,0,0.0,"[0.9308411855715657,0.06915881442843434]"
8400,0,0.0,"[0.9063999855377616,0.09360001446223842]"
8403,0,0.0,"[0.8888008853346777,0.11119911466532235]"
8405,0,0.0,"[0.9333243269668189,0.06667567303318114]"
8416,1,0.0,"[0.8972695054325759,0.1027304945674241]"
8422,0,0.0,"[0.9176078136797954,0.08239218632020463]"
8426,0,0.0,"[0.9065024842817897,0.09349751571821029]"
8433,0,0.0,"[0.9197063085021822,0.08029369149781787]"
8444,0,0.0,"[0.9305888430080929,0.06941115699190714]"
8449,0,0.0,"[0.9314279915572651,0.06857200844273492]"
8465,0,0.0,"[0.9282478627063793,0.07175213729362064]"
8470,0,0.0,"[0.9275535774082202,0.07244642259177983]"
8471,0,0.0,"[0.905695385388638,0.09430461461136194]"
8479,0,0.0,"[0.9288654804575022,0.07113451954249778]"
8483,0,0.0,"[0.9310983221049226,0.0689016778950774]"
8484,0,0.0,"[0.9328281874621984,0.0671718125378015]"
8488,0,0.0,"[0.9333041112133356,0.06669588878666437]"
8489,0,0.0,"[0.9323014001871099,0.06769859981289002]"
8492,0,0.0,"[0.9316448129774533,0.06835518702254678]"
8494,0,0.0,"[0.8934076934150655,0.10659230658493443]"
8503,0,0.0,"[0.9253484853100623,0.07465151468993766]"
8504,0,0.0,"[0.9368945882324883,0.06310541176751178]"
8519,0,0.0,"[0.9326972779785722,0.06730272202142787]"
8528,0,0.0,"[0.9303078339001775,0.06969216609982251]"
8537,0,0.0,"[0.9331455755203207,0.06685442447967929]"
8547,0,0.0,"[0.903685789285811,0.09631421071418902]"
8549,0,0.0,"[0.9349500183364725,0.06504998166352753]"
8555,0,0.0,"[0.9329671378691805,0.06703286213081953]"
8558,0,0.0,"[0.9242130088519638,0.07578699114803628]"
8570,0,0.0,"[0.9239025522649966,0.07609744773500343]"
8571,0,0.0,"[0.8725155288293868,0.12748447117061315]"
8582,0,0.0,"[0.9327936791044072,0.06720632089559272]"
8587,0,0.0,"[0.8905397959792657,0.10946020402073428]"
8594,0,0.0,"[0.8987035209750736,0.10129647902492651]"
8608,0,0.0,"[0.9213768994919751,0.07862310050802487]"
8613,0,0.0,"[0.9300154159460853,0.06998458405391465]"
8619,1,0.0,"[0.892632031610818,0.107367968389182]"
8624,0,0.0,"[0.9391716710130956,0.06082832898690434]"
8630,0,0.0,"[0.9284584383005404,0.07154156169945955]"
8643,0,0.0,"[0.8972551634350366,0.10274483656496333]"
8655,0,0.0,"[0.9278970156087165,0.07210298439128349]"
8660,0,0.0,"[0.9281333226554618,0.07186667734453812]"
8671,0,0.0,"[0.8997370077797088,0.10026299222029117]"
8684,0,0.0,"[0.9283257047180645,0.07167429528193545]"
8687,0,0.0,"[0.9244295024018548,0.07557049759814514]"
8691,1,0.0,"[0.8972695054325759,0.1027304945674241]"
8692,0,0.0,"[0.9307858024894818,0.06921419751051816]"
8694,0,0.0,"[0.9284510403156623,0.0715489596843378]"
8703,1,0.0,"[0.9272362546016873,0.07276374539831265]"
8709,0,0.0,"[0.9341356764564449,0.06586432354355506]"
8711,1,0.0,"[0.8156119792895676,0.18438802071043234]"
8725,0,0.0,"[0.9187173042432832,0.08128269575671682]"
8729,0,0.0,"[0.8921730187855104,0.10782698121448954]"
8731,0,0.0,"[0.9302692933982629,0.06973070660173698]"
8735,1,0.0,"[0.6292289254387202,0.37077107456127967]"
8749,0,0.0,"[0.9317949208954772,0.06820507910452277]"
8773,0,0.0,"[0.9348408001982739,0.0651591998017261]"
8784,0,0.0,"[0.9387277005706374,0.06127229942936269]"
8785,0,0.0,"[0.9297505859414339,0.07024941405856606]"
8792,0,0.0,"[0.9130876537398043,0.08691234626019576]"
8806,0,0.0,"[0.9015985912958313,0.09840140870416866]"
8807,0,0.0,"[0.9313507090608654,0.06864929093913462]"
8831,0,0.0,"[0.8936702809623251,0.1063297190376749]"
8847,0,0.0,"[0.930086656359847,0.06991334364015299]"
8852,0,0.0,"[0.9344006809230397,0.06559931907696023]"
8859,0,0.0,"[0.9215146491474523,0.07848535085254768]"
8876,0,0.0,"[0.8931100757095923,0.10688992429040761]"
8877,0,0.0,"[0.9176240626158669,0.08237593738413303]"
8883,0,0.0,"[0.8822766782628898,0.1177233217371103]"
8891,0,0.0,"[0.9256379315975486,0.07436206840245149]"
8902,0,0.0,"[0.9302467846339582,0.06975321536604177]"
8911,0,0.0,"[0.9176953747121093,0.08230462528789079]"
8915,0,0.0,"[0.9293897970311366,0.07061020296886339]"
8931,0,0.0,"[0.9304745819301753,0.06952541806982471]"
8943,0,0.0,"[0.9337865540489355,0.06621344595106451]"
8959,0,0.0,"[0.928071561812314,0.07192843818768607]"
8960,0,0.0,"[0.9208112583175115,0.07918874168248852]"
8962,0,0.0,"[0.9243983854052055,0.07560161459479454]"
8976,0,0.0,"[0.9384784986627699,0.061521501337230104]"
8979,0,0.0,"[0.9293102483152984,0.07068975168470165]"
8980,0,0.0,"[0.9308042937937041,0.06919570620629584]"
9008,0,0.0,"[0.9015418889205224,0.09845811107947758]"
9012,0,0.0,"[0.9334458127322107,0.06655418726778926]"
9014,0,0.0,"[0.9323574017785952,0.0676425982214048]"
9019,0,0.0,"[0.9373654620780683,0.0626345379219318]"
9032,0,0.0,"[0.9313325673177153,0.06866743268228466]"
9067,0,0.0,"[0.9322944340370142,0.06770556596298587]"
9072,1,0.0,"[0.6178318206283745,0.3821681793716255]"
9073,0,0.0,"[0.9022401158451366,0.09775988415486332]"
9077,0,0.0,"[0.9178525153614625,0.08214748463853748]"
9083,0,0.0,"[0.9270677886768022,0.07293221132319783]"
9084,0,0.0,"[0.9331485427725729,0.0668514572274271]"
9090,0,0.0,"[0.9341273475327634,0.06587265246723666]"
9097,0,0.0,"[0.921187442936224,0.07881255706377606]"
9100,0,0.0,"[0.9066248516756966,0.09337514832430345]"
9102,0,0.0,"[0.9313476190820913,0.06865238091790866]"
9122,0,0.0,"[0.9334183410031517,0.06658165899684831]"
9137,0,0.0,"[0.931819441499218,0.06818055850078199]"
9140,0,0.0,"[0.8778540043794189,0.12214599562058108]"
9142,0,0.0,"[0.889055092910113,0.11094490708988694]"
9143,0,0.0,"[0.9290628647947866,0.07093713520521334]"
9159,0,0.0,"[0.9382764123523363,0.06172358764766377]"
9162,0,0.0,"[0.931809392113298,0.06819060788670193]"
9165,0,0.0,"[0.9208559124649399,0.0791440875350601]"
9174,0,0.0,"[0.9148119392197082,0.0851880607802918]"
9182,0,0.0,"[0.9194183260732306,0.0805816739267694]"
9191,0,0.0,"[0.9028442405059247,0.09715575949407519]"
9192,0,0.0,"[0.9283314241660177,0.07166857583398235]"
9194,0,0.0,"[0.9370757184049134,0.06292428159508653]"
9195,0,0.0,"[0.9314595814522381,0.06854041854776188]"
9202,0,0.0,"[0.9283606044660713,0.07163939553392884]"
9241,0,0.0,"[0.9053352294438252,0.09466477055617491]"
9242,0,0.0,"[0.9290019136334852,0.07099808636651482]"
9250,0,0.0,"[0.9318956500849191,0.06810434991508092]"
9255,0,0.0,"[0.9232065232207611,0.07679347677923892]"
9256,1,0.0,"[0.563424721106979,0.43657527889302095]"
9262,0,0.0,"[0.9329061268364938,0.06709387316350625]"
9268,0,0.0,"[0.9319254050023171,0.06807459499768291]"
9271,0,0.0,"[0.9268346399282871,0.07316536007171297]"
9276,0,0.0,"[0.9273496664714957,0.07265033352850421]"
9280,1,0.0,"[0.8626898945085201,0.13731010549147998]"
9288,0,0.0,"[0.9287096795848336,0.07129032041516632]"
9290,0,0.0,"[0.8971015453306034,0.10289845466939669]"
9300,0,0.0,"[0.8768062826557819,0.12319371734421815]"
9309,0,0.0,"[0.9211177148530811,0.0788822851469188]"
9314,0,0.0,"[0.9255359211344826,0.07446407886551741]"
9331,0,0.0,"[0.9207193503959705,0.07928064960402943]"
9334,0,0.0,"[0.9313507090608654,0.06864929093913462]"
9354,0,0.0,"[0.9343385317312322,0.06566146826876794]"
9355,0,0.0,"[0.9314614207883937,0.06853857921160635]"
9362,0,0.0,"[0.9244936622301784,0.07550633776982164]"
9367,0,0.0,"[0.925910132997261,0.07408986700273905]"
9374,0,0.0,"[0.9287377536348407,0.07126224636515933]"
9375,0,0.0,"[0.9298787757739335,0.07012122422606651]"
9380,0,0.0,"[0.9375463435055813,0.06245365649441859]"
9388,1,0.0,"[0.897636434770788,0.10236356522921193]"
9399,0,0.0,"[0.9215180485760219,0.07848195142397815]"
9410,0,0.0,"[0.9333719814572311,0.06662801854276884]"
9422,0,0.0,"[0.9277361708239223,0.07226382917607765]"
9425,0,0.0,"[0.9244124066182157,0.07558759338178433]"
9439,0,0.0,"[0.9291640737289657,0.07083592627103431]"
9446,1,0.0,"[0.8105450332855844,0.1894549667144156]"
9449,0,0.0,"[0.9334498797239102,0.06655012027608968]"
9451,0,0.0,"[0.9050833237102743,0.0949166762897257]"
9452,0,0.0,"[0.9348527066365384,0.06514729336346156]"
9453,0,0.0,"[0.9321592088843502,0.06784079111564983]"
9465,0,0.0,"[0.9369903053909712,0.06300969460902885]"
9466,0,0.0,"[0.9321429981265404,0.06785700187345949]"
9471,0,0.0,"[0.9281279874517593,0.07187201254824067]"
9475,0,0.0,"[0.8795739968806733,0.1204260031193268]"
9488,0,0.0,"[0.9296553370892753,0.07034466291072475]"
9492,0,0.0,"[0.9038560455529006,0.09614395444709943]"
9497,0,0.0,"[0.9305847473106053,0.06941525268939464]"
9506,0,0.0,"[0.8936239442588543,0.10637605574114581]"
9507,0,0.0,"[0.9304745819301753,0.06952541806982471]"
9540,0,0.0,"[0.9302683845859399,0.06973161541406014]"
9542,0,0.0,"[0.8842233164222709,0.11577668357772905]"
9560,0,0.0,"[0.9368147731090748,0.0631852268909252]"
9575,0,0.0,"[0.8803666937183366,0.11963330628166327]"
9581,0,0.0,"[0.9349137654053759,0.06508623459462419]"
9585,0,0.0,"[0.7528717486263847,0.24712825137361535]"
9598,0,0.0,"[0.9375087728430428,0.0624912271569571]"
9604,0,0.0,"[0.9280630732919195,0.07193692670808041]"
9609,0,0.0,"[0.9339027718313322,0.06609722816866773]"
9616,0,0.0,"[0.9317946110568338,0.06820538894316622]"
9625,0,0.0,"[0.9204470721233579,0.07955292787664216]"
9626,0,0.0,"[0.9261596083660993,0.07384039163390067]"
9639,0,0.0,"[0.937022038110658,0.06297796188934195]"
9650,0,0.0,"[0.9254257377022356,0.0745742622977645]"
9665,0,0.0,"[0.9004352733938878,0.09956472660611204]"
9673,0,0.0,"[0.9284584383005404,0.07154156169945955]"
9676,0,0.0,"[0.9341537905037555,0.06584620949624445]"
9682,0,0.0,"[0.9249317322575329,0.07506826774246712]"
9694,0,0.0,"[0.931800381418216,0.06819961858178407]"
9711,0,0.0,"[0.9329681545110703,0.06703184548892968]"
9714,0,0.0,"[0.8920322917067395,0.10796770829326047]"
9722,0,0.0,"[0.9270905493148291,0.07290945068517082]"
9727,0,0.0,"[0.9348527066365384,0.06514729336346156]"
9736,0,0.0,"[0.931686030234193,0.06831396976580692]"
9739,0,0.0,"[0.9131834089161562,0.08681659108384382]"
9744,0,0.0,"[0.9245761564766576,0.07542384352334244]"
9753,0,0.0,"[0.8939169812298359,0.1060830187701641]"
9763,0,0.0,"[0.931976165612462,0.06802383438753809]"
9765,0,0.0,"[0.9268346399282871,0.07316536007171297]"
9797,0,0.0,"[0.9271799770578301,0.07282002294217]"
9802,1,0.0,"[0.9218153894402811,0.07818461055971894]"
9805,0,0.0,"[0.8997572863475184,0.10024271365248164]"
9834,0,0.0,"[0.9253005740497546,0.07469942595024527]"
9838,0,0.0,"[0.9278389707771629,0.07216102922283701]"
9841,0,0.0,"[0.9272015692664992,0.07279843073350081]"
9847,0,0.0,"[0.9302813261348213,0.06971867386517866]"
9850,0,0.0,"[0.935768868792241,0.06423113120775914]"
9857,0,0.0,"[0.9015985912958313,0.09840140870416866]"
9858,0,0.0,"[0.9383762872062283,0.06162371279377165]"
9866,0,0.0,"[0.927344859994127,0.07265514000587305]"
9867,0,0.0,"[0.928356583991973,0.07164341600802705]"
9868,0,0.0,"[0.932762607677618,0.06723739232238202]"
9870,1,0.0,"[0.9183863831411097,0.08161361685889025]"
9871,1,0.0,"[0.9242338598701225,0.07576614012987751]"
9881,0,0.0,"[0.891387297659539,0.10861270234046112]"
9896,0,0.0,"[0.9050833237102743,0.0949166762897257]"
9898,0,0.0,"[0.8833698542893237,0.11663014571067634]"
9900,0,0.0,"[0.9331485427725729,0.0668514572274271]"
9928,0,0.0,"[0.9280630732919195,0.07193692670808041]"
9935,0,0.0,"[0.9293878485218706,0.07061215147812942]"
9944,0,0.0,"[0.9281380105418319,0.07186198945816816]"
9963,1,0.0,"[0.9236627565189675,0.0763372434810325]"
9966,0,0.0,"[0.8957042981397251,0.10429570186027495]"
9972,0,0.0,"[0.9280283163077769,0.07197168369222309]"
9980,0,0.0,"[0.8936239442588543,0.10637605574114581]"
9981,0,0.0,"[0.9270389623212072,0.0729610376787928]"
9990,0,0.0,"[0.8837703644692309,0.11622963553076912]"
9991,0,0.0,"[0.9271990359474674,0.0728009640525326]"
10005,1,0.0,"[0.8929601282359996,0.10703987176400044]"
10006,0,0.0,"[0.765732821704806,0.23426717829519397]"
10010,0,0.0,"[0.9226102636779498,0.0773897363220501]"
10011,0,0.0,"[0.8980339606593464,0.10196603934065358]"
10020,0,0.0,"[0.8978487920747932,0.10215120792520672]"
10026,0,0.0,"[0.9244796963561724,0.07552030364382765]"
10033,0,0.0,"[0.9264503814927708,0.07354961850722916]"
10051,0,0.0,"[0.8945373856121671,0.10546261438783296]"
10053,0,0.0,"[0.9354814371699094,0.06451856283009062]"
10064,0,0.0,"[0.9316448129774533,0.06835518702254678]"
10071,0,0.0,"[0.9065462776558081,0.09345372234419182]"
10075,0,0.0,"[0.9326972779785722,0.06730272202142787]"
10078,1,0.0,"[0.9325742231987834,0.06742577680121666]"
10087,0,0.0,"[0.916649887830772,0.08335011216922814]"
10092,0,0.0,"[0.9081659868499157,0.09183401315008433]"
10100,0,0.0,"[0.9246633813834347,0.07533661861656518]"
10109,0,0.0,"[0.9243050762365338,0.07569492376346618]"
10110,1,0.0,"[0.8972695054325759,0.1027304945674241]"
10113,0,0.0,"[0.9305662873635433,0.0694337126364567]"
10114,0,0.0,"[0.9359687788836002,0.0640312211163998]"
10122,0,0.0,"[0.9359446529864869,0.06405534701351318]"
10132,0,0.0,"[0.9223850487763776,0.07761495122362229]"
10156,0,0.0,"[0.9295119613120046,0.07048803868799536]"
10162,0,0.0,"[0.937536560487977,0.062463439512022996]"
10164,0,0.0,"[0.9348058914553369,0.06519410854466313]"
10165,0,0.0,"[0.9323719540599333,0.06762804594006659]"
10171,0,0.0,"[0.9251418121163627,0.07485818788363721]"
10179,0,0.0,"[0.9296581264756236,0.07034187352437637]"
10182,1,0.0,"[0.92870444483916,0.0712955551608399]"
10195,0,0.0,"[0.9270753470071431,0.07292465299285694]"
10201,0,0.0,"[0.9310556484156439,0.06894435158435608]"
10219,0,0.0,"[0.9284912724508018,0.07150872754919822]"
10221,0,0.0,"[0.9193069244990124,0.0806930755009876]"
10226,0,0.0,"[0.8807327728559667,0.11926722714403327]"
10227,0,0.0,"[0.9266640148526832,0.07333598514731679]"
10243,0,0.0,"[0.9274989795117445,0.07250102048825548]"
10250,0,0.0,"[0.9330727119896433,0.06692728801035672]"
10264,0,0.0,"[0.8930977363889359,0.10690226361106417]"
10265,0,0.0,"[0.902025140594269,0.09797485940573102]"
10272,0,0.0,"[0.9210004211662242,0.07899957883377585]"
10287,0,0.0,"[0.9338949411810689,0.0661050588189312]"
10289,0,0.0,"[0.9283206387902682,0.07167936120973174]"
10306,0,0.0,"[0.9196143425951401,0.08038565740485991]"
10320,0,0.0,"[0.8999355078837469,0.10006449211625311]"
10326,0,0.0,"[0.9267685667628058,0.07323143323719411]"
10327,0,0.0,"[0.9383588541770966,0.0616411458229033]"
10357,0,0.0,"[0.9357315678033284,0.06426843219667167]"
10387,0,0.0,"[0.9307756555755926,0.0692243444244074]"
10397,0,0.0,"[0.9333528812730587,0.06664711872694118]"
10406,0,0.0,"[0.9260014884167005,0.07399851158329951]"
10410,0,0.0,"[0.9340594930468409,0.06594050695315903]"
10419,0,0.0,"[0.9332665686171012,0.06673343138289889]"
10442,0,0.0,"[0.9325228253679714,0.0674771746320286]"
10450,0,0.0,"[0.9059173356340665,0.09408266436593354]"
10457,0,0.0,"[0.9278695198519658,0.07213048014803417]"
10462,0,0.0,"[0.9060057650502146,0.09399423494978543]"
10463,0,0.0,"[0.9017697384541653,0.09823026154583477]"
10469,0,0.0,"[0.9342297502412348,0.06577024975876526]"
10471,0,0.0,"[0.9407197513291506,0.059280248670849404]"
10474,0,0.0,"[0.9252003452555698,0.07479965474443027]"
10478,0,0.0,"[0.9333187999669668,0.06668120003303332]"
10486,0,0.0,"[0.9264257479990706,0.07357425200092937]"
10489,0,0.0,"[0.9291856793700504,0.07081432062994959]"
10493,0,0.0,"[0.9289755863358998,0.07102441366410024]"
10494,0,0.0,"[0.9357987699070004,0.06420123009299963]"
10495,0,0.0,"[0.9280630732919195,0.07193692670808041]"
10497,0,0.0,"[0.9345147618678458,0.06548523813215419]"
10500,0,0.0,"[0.9186136972635081,0.081386302736492]"
10501,0,0.0,"[0.9273181555951863,0.07268184440481375]"
10502,0,0.0,"[0.9335830933738106,0.06641690662618938]"
10505,1,0.0,"[0.5665742549981435,0.43342574500185654]"
10518,0,0.0,"[0.9307585568909054,0.0692414431090947]"
10523,0,0.0,"[0.9283952456459891,0.07160475435401094]"
10539,0,0.0,"[0.9292516518902378,0.07074834810976206]"
10554,0,0.0,"[0.9300713604048034,0.06992863959519656]"
10555,0,0.0,"[0.929825594283669,0.07017440571633096]"
10558,0,0.0,"[0.9326746409161126,0.06732535908388744]"
10575,0,0.0,"[0.9281665283839856,0.07183347161601437]"
10599,0,0.0,"[0.9337174159317884,0.06628258406821166]"
10609,0,0.0,"[0.9018512221245216,0.09814877787547836]"
10614,1,0.0,"[0.5641709820625974,0.4358290179374026]"
10615,0,0.0,"[0.9238816119072906,0.0761183880927095]"
10636,0,0.0,"[0.9176953747121093,0.08230462528789079]"
10641,0,0.0,"[0.9354705975081816,0.06452940249181836]"
10652,0,0.0,"[0.8611699222608994,0.13883007773910055]"
10660,0,0.0,"[0.934253737188149,0.065746262811851]"
10669,0,0.0,"[0.9233665853640818,0.07663341463591825]"
10679,0,0.0,"[0.8937638148172722,0.1062361851827278]"
10683,0,0.0,"[0.9286521692205308,0.07134783077946914]"
10686,0,0.0,"[0.9199799970483461,0.08002000295165382]"
10698,0,0.0,"[0.9051030363402386,0.09489696365976137]"
10703,0,0.0,"[0.9252794115359434,0.07472058846405653]"
10705,0,0.0,"[0.9199546307949079,0.08004536920509206]"
10708,0,0.0,"[0.93217962618408,0.06782037381592]"
10724,0,0.0,"[0.9123110473399099,0.08768895266009008]"
10735,0,0.0,"[0.9304682613894182,0.06953173861058176]"
10763,0,0.0,"[0.9267685667628058,0.07323143323719411]"
10770,0,0.0,"[0.8943549520914308,0.10564504790856923]"
10794,0,0.0,"[0.9316448129774533,0.06835518702254678]"
10795,0,0.0,"[0.907871968771506,0.09212803122849407]"
10796,0,0.0,"[0.8984911838442162,0.10150881615578376]"
10804,0,0.0,"[0.9306882215334832,0.06931177846651669]"
10807,0,0.0,"[0.9335914205997803,0.06640857940021977]"
10816,0,0.0,"[0.9360672978565906,0.0639327021434094]"
10819,0,0.0,"[0.9281916583612436,0.07180834163875638]"
10833,0,0.0,"[0.897924424569169,0.10207557543083094]"
10836,0,0.0,"[0.932396314025225,0.06760368597477502]"
10842,0,0.0,"[0.9331485427725729,0.0668514572274271]"
10851,0,0.0,"[0.9387634924641768,0.061236507535823215]"
10859,0,0.0,"[0.9254724178501686,0.07452758214983132]"
10865,0,0.0,"[0.905695385388638,0.09430461461136194]"
10868,0,0.0,"[0.9363800826268827,0.06361991737311733]"
10889,1,0.0,"[0.8644057471092347,0.1355942528907652]"
10898,0,0.0,"[0.9137693997686133,0.0862306002313868]"
10902,1,0.0,"[0.8920322917067395,0.10796770829326047]"
10909,0,0.0,"[0.9213951614023823,0.0786048385976177]"
10911,0,0.0,"[0.9063076453956058,0.09369235460439405]"
10916,0,0.0,"[0.9247636316395861,0.0752363683604139]"
10927,0,0.0,"[0.8810339131173857,0.11896608688261441]"
10930,0,0.0,"[0.9296553370892753,0.07034466291072475]"
10942,0,0.0,"[0.9360779029576137,0.06392209704238626]"
10956,0,0.0,"[0.923516092668611,0.07648390733138903]"
10962,0,0.0,"[0.8884559835346664,0.11154401646533366]"
10980,0,0.0,"[0.9260675581530774,0.07393244184692263]"
10983,0,0.0,"[0.9255581427358425,0.07444185726415757]"
10988,0,0.0,"[0.9174436234322461,0.08255637656775386]"
10991,0,0.0,"[0.9351777975637394,0.06482220243626054]"
10994,0,0.0,"[0.9285603674679004,0.07143963253209955]"
10995,0,0.0,"[0.89896382472571,0.10103617527428992]"
11002,0,0.0,"[0.9338949411810689,0.0661050588189312]"
11015,0,0.0,"[0.9294867049257546,0.07051329507424535]"
11022,0,0.0,"[0.9247940243320464,0.07520597566795362]"
11026,1,0.0,"[0.9326667208160129,0.06733327918398714]"
11029,0,0.0,"[0.888546388393021,0.11145361160697898]"
11037,0,0.0,"[0.9283577160444467,0.07164228395555332]"
11049,0,0.0,"[0.9332148707897546,0.06678512921024525]"
11062,0,0.0,"[0.9186711644191563,0.08132883558084371]"
11075,0,0.0,"[0.9357147872309883,0.06428521276901158]"
11076,0,0.0,"[0.920647655893586,0.07935234410641401]"
11085,1,0.0,"[0.9031955961603556,0.09680440383964448]"
11095,0,0.0,"[0.9316448129774533,0.06835518702254678]"
11102,1,0.0,"[0.9259746518584953,0.07402534814150473]"
11103,0,0.0,"[0.8958339147213352,0.10416608527866471]"
11118,0,0.0,"[0.9336028945788679,0.06639710542113209]"
11126,0,0.0,"[0.8934076934150655,0.10659230658493443]"
11135,0,0.0,"[0.9209162220978668,0.07908377790213318]"
11144,0,0.0,"[0.9165486290314293,0.08345137096857076]"
11154,0,0.0,"[0.9280630732919195,0.07193692670808041]"
11167,0,0.0,"[0.9361151702176213,0.06388482978237876]"
11168,0,0.0,"[0.9173541645424017,0.08264583545759828]"
11171,1,0.0,"[0.891150822424966,0.10884917757503401]"
11176,0,0.0,"[0.9296553370892753,0.07034466291072475]"
11180,0,0.0,"[0.9333243269668189,0.06667567303318114]"
11181,0,0.0,"[0.918807664452429,0.08119233554757105]"
11194,0,0.0,"[0.8854672927410503,0.11453270725894969]"
11196,1,0.0,"[0.8821797407224401,0.1178202592775599]"
11198,0,0.0,"[0.8745511495186264,0.12544885048137355]"
11199,0,0.0,"[0.9241198927332653,0.0758801072667347]"
11207,0,0.0,"[0.9240950736198599,0.07590492638014013]"
11209,0,0.0,"[0.9071691980802307,0.09283080191976929]"
11223,1,0.0,"[0.8938843639720422,0.10611563602795791]"
11233,0,0.0,"[0.9277891202460089,0.0722108797539911]"
11236,0,0.0,"[0.9355412757140751,0.06445872428592493]"
11242,1,0.0,"[0.6348874426604688,0.36511255733953113]"
11251,0,0.0,"[0.9306448391245691,0.06935516087543092]"
11255,0,0.0,"[0.9315777896366456,0.06842221036335436]"
11257,0,0.0,"[0.9380661324806272,0.06193386751937282]"
11264,0,0.0,"[0.9345147618678458,0.06548523813215419]"
11274,0,0.0,"[0.9388078435541819,0.06119215644581811]"
11277,0,0.0,"[0.9316679067609545,0.06833209323904554]"
11278,0,0.0,"[0.8774868813109619,0.12251311868903805]"
11288,0,0.0,"[0.8998718880933444,0.10012811190665559]"
11302,0,0.0,"[0.9287566494719155,0.0712433505280845]"
11310,0,0.0,"[0.9358031629576608,0.06419683704233925]"
11313,0,0.0,"[0.9314279915572651,0.06857200844273492]"
11315,1,0.0,"[0.8997200461394543,0.10027995386054567]"
11320,0,0.0,"[0.9268934547813974,0.07310654521860262]"
11325,0,0.0,"[0.9279175523673808,0.0720824476326191]"
11333,0,0.0,"[0.9281713347801089,0.0718286652198911]"
11356,1,0.0,"[0.9281279874517593,0.07187201254824067]"
11359,0,0.0,"[0.9340594930468409,0.06594050695315903]"
11366,0,0.0,"[0.9331485427725729,0.0668514572274271]"
11369,0,0.0,"[0.9262956939561982,0.07370430604380183]"
11385,0,0.0,"[0.8932493204425834,0.1067506795574166]"
11396,0,0.0,"[0.926817256023829,0.07318274397617096]"
11400,0,0.0,"[0.9311637454107788,0.06883625458922114]"
11412,0,0.0,"[0.924948292320365,0.07505170767963502]"
11415,0,0.0,"[0.9316448129774533,0.06835518702254678]"
11417,0,0.0,"[0.931993604682029,0.06800639531797108]"
11427,0,0.0,"[0.9247679809176396,0.0752320190823605]"
11452,0,0.0,"[0.9177364932064515,0.08226350679354855]"
11468,0,0.0,"[0.9304156603895222,0.06958433961047787]"
11488,0,0.0,"[0.9255845353131572,0.07441546468684271]"
11491,0,0.0,"[0.9063729459421458,0.09362705405785421]"
11495,0,0.0,"[0.9285145164953906,0.07148548350460933]"
11498,0,0.0,"[0.9214100224545462,0.07858997754545387]"
11502,0,0.0,"[0.9286117185328537,0.07138828146714625]"
11503,0,0.0,"[0.9267926773372828,0.07320732266271722]"
11505,0,0.0,"[0.9339067130761085,0.06609328692389158]"
11513,0,0.0,"[0.9265370251439488,0.07346297485605119]"
11519,0,0.0,"[0.8976373677671935,0.10236263223280649]"
11530,1,0.0,"[0.721605354844817,0.278394645155183]"
11540,0,0.0,"[0.928146490977555,0.07185350902244511]"
11543,0,0.0,"[0.9301553710363888,0.06984462896361122]"
11545,0,0.0,"[0.9286054769857343,0.07139452301426577]"
11554,0,0.0,"[0.9328093137284719,0.06719068627152808]"
11555,1,0.0,"[0.5556489662174804,0.44435103378251967]"
11557,0,0.0,"[0.9307760819903832,0.0692239180096168]"
11563,0,0.0,"[0.9182890782839279,0.08171092171607205]"
11573,0,0.0,"[0.9340594930468409,0.06594050695315903]"
11576,0,0.0,"[0.9279972430112954,0.07200275698870469]"
11577,0,0.0,"[0.9156975183285516,0.08430248167144835]"
11588,0,0.0,"[0.9211484253287499,0.0788515746712501]"
11610,0,0.0,"[0.9307790702020197,0.06922092979798031]"
11649,0,0.0,"[0.8928247311416907,0.10717526885830927]"
11657,0,0.0,"[0.890345338517137,0.10965466148286307]"
